ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
1408	Punica granatum	'Wonderful'	The fruit is large and red[260].		0	0	17/12/99 0:00:00
1409	Pyracantha coccinea	'Lelandii'	This cultivar is notably more resistant to honey fungus than the species.		0	0	29/1/97 0:00:00
1410	Pyracantha koidzumii	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1411	Pyrus calleryana	'Bradford'	This cultivar is resistant to fireblight[188].		0	0	29/9/96 0:00:00
1412	Pyrus communis sativa	'Catillac'	A very large dual purpose fruit, the flesh is hard and rough[183]. Considered to be the best culinary pear, it ripens very late and will keep until the spring[183]. It becomes acceptable for dessert in the spring[38, 39]. In season December to May.A spreading vigorous tree with a weeping habit, it is productive and very hardy[38, 39, 40, 183]. Light pruning increases the tendency to weep[38]. Resists scab[40]. Makes a good standard tree[38]. A triploid, it cannot be relied upon to pollinate other cultivars.Full flower day 20. Harvest the fruit in late October or November.		0	0	27/9/94 0:00:00
1413	Pyrus communis sativa	'Conference'	A medium to large dessert pear, the flesh is melting, very juicy and sweet with a pleasant flavour[38, 183]. In season October to November.A moderately vigorous fairly compact upright tree that spreads with age, it is very productive even when young[38, 40, 183]. Succeeds almost anywhere[38]. Subject to canker, the tree no longer resists scab[38].Full flower day 17. A partially self-fertile cultivar, it also produces fruit parthenocarpically (without the need for fertilization)[38]. Harvest the fruit at the end of September.		0	0	27/9/94 0:00:00
1414	Pyrus communis sativa	'Hessle'	A dessert pear, it is juicy and a little sweet with a pleasant flavour but of no distinction[38, 40]. In season September and October.A vigorous upright tree, spreading with age, it crops very well[38, 41]. A very hardy tree, it succeeds in the north of Britain and is disease free[38, 40].Full flower day 19. Harvest the fruit in September.		0	0	27/9/94 0:00:00
1415	Pyrus communis sativa	'Jargonelle'	A dessert pear, it is very tender, juicy and sweet with a slight musky flavour[38, 39]. In season August.Of straggling growth with long straggling branches, it crops heavily when properly established[38, 39, 40]. Grows well as a standard[38]. An extremely hardy tree[39], it succeeds on a north wall[38, 40, 41]. Resists scab[39, 40]. A triploid, so it cannot be relied upon to fertilize other cultivars[38]. A tip bearer[38].Full flower day 16. Harvest the fruit in August.	'English Jargonelle'	0	0	27/9/94 0:00:00
1416	Pyrus communis sativa	'Southfields'			0	0	
1417	Pyrus communis sativa	'Winter Nellis'	A small to medium size dessert pear, the flesh is smooth, very juicy, sweet, richly flavoured and aromatic[38, 39, 183]. Eat the fruit whilst the skin is still green[41]. The quality is very good, it ripens late and stores well[183]. In season November to February.A hardy spreading productive tree[183]. Of weak growth[38]. Requires a warm sunny position[39], and is best grown on a pear rootstock[38].Full flower day 22. Harvest the fruit in late October.	'Bon de Malines'	0	0	27/9/94 0:00:00
1418	Pyrus pyrifolia	''	No entries have been made for this species as yet.		0	0	
1419	Pyrus pyrifolia culta	''	No entries have been made for this species as yet.		0	0	
1420	Pyrus x lecontei	''	No entries have been made for this species as yet.		0	0	
1421	Quercus species	''	No entries have been made for this species as yet.		0	0	
1422	Quercus alba	'Lint'	An old cultivar, selected for its very heavy production of acorns[183].		0	0	1996-05-10 00:00
1423	Quercus aucheri	''	No entries have been made for this species as yet.		0	0	
1424	Quercus hispanica	'Diversifolia'	This form has a bark that is more corky than the type[11].		0	0	29/1/97 0:00:00
1425	Quercus macrocarpa	'Ashworth'	A precocious producer of small to medium, high quality seeds that contain little tannin[183].A biennial bearer[183].		0	0	1996-05-10 00:00
1426	Quercus macrocarpa	'Sweet Idaho'	Eaten dry or still fresh, the seeds are not just non-bitter, they are actually sweet[183]. They are best used ground into a flour in cakes and breads[183].This cultivar was found growing wild in N. Idaho[183].		0	0	1996-05-10 00:00
1427	Quercus palustris	''	No entries have been made for this species as yet.		0	0	
1428	Quercus petraea	''	No entries have been made for this species as yet.		0	0	
1429	Quercus velutina	''	No entries have been made for this species as yet.		0	0	
1430	Quercus x bebbiana	'Oikos'	The seeds are sweet and can be eaten out of hand[183].A vigorous, fast-growing selection that can reach 1.5 metres tall in 2 years[183].		0	0	1996-05-10 00:00
1431	Ranunculus acris	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1432	Ranunculus bulbosus	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1433	Ranunculus ficaria	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1434	Raphanus sativus	'Cherry Belle'	A very fast-growing cultivar, the roots can be harvested just 23 days after sowing the seed[264]. The root is small, round, very crisp and juicy[264].		0	0	2000-03-02 00:00
1435	Raphanus sativus caudatus	''	No entries have been made for this species as yet.		0	0	
1436	Raphanus sativus niger	'April Cross'	A very easy variety to grow, the root can be up to 38cm long and has a crisp flesh. It can be sown in the spring as well as late summer. Spring sown crops can be harvested about 2 months after sowing the seed[264]. Autumn sown crops can be left in the ground over winter and harvested as required[264].		0	0	2000-03-02 00:00
1437	Raphanus sativus niger	'Black Spanish Long'	A fairly large cylindrical root with a black skin and a crisp white flesh with a hot flavour. It is very winter hardy and can be left in the ground to be harvested as required.		0	0	2000-03-02 00:00
1438	Raphanus sativus niger	'Black Spanish Round'	A fairly large round root with a black skin and a crisp white flesh with a hot flavour. It is very winter hardy and can be left in the ground to be harvested as required.		0	0	2000-03-02 00:00
1439	Raphanus sativus niger	'Tokinaski'	A very easy and versatile variety to grow, it can be sown at any time from the spring until late summer[264].		0	0	2000-03-02 00:00
1440	Rhamnus frangula	'Tall Hedge'	A dense, columnar shrub, it makes a good hedge[200].		0	0	1998-09-01 00:00
1441	Rhaphiolepis indica	''	No entries have been made for this species as yet.		0	0	
1442	Rhaphiolepis umbellata	''	No entries have been made for this species as yet.		0	0	
1443	Rheum palmatum	'Atrosanguineum'	The plant is suffused blood red[200] and can be used as a ground cover plant in a sunny position[188]. It is best planted about 1.8 metres apart each way[208].		0	0	1998-09-01 00:00
1444	Rheum x cultorum	'Canada Red'	The long thick stalks are dark red from top to bottom with a strawberry-red flesh[183]. Juicy and sweet, they need less sweetening than many other cultivars and do not lose their colour when cooked[183]. A very tender texture, they never become tough or stringy, the tender skin does not need to be removed[183].A highly productive plant, the stems can be harvested all summer[183].	'Canadian Red'	0	0	25/10/96 0:00:00
1445	Rheum x cultorum	'Glaskin's Perpetual'	Greenish stalks of excellent flavour, they do not become bitter as they mature and so can be harvested in the summer much later than most cultivars[183]. They have the lowest oxalic acid content of any rhubarb[183].		0	0	27/9/94 0:00:00
1446	Rheum x cultorum	'Prince Albert'	The long, thick, bright red stalks are more angular than channeled[183]. They are of excellent flavour[183].A very early, hardy and prolific cultivar, it is the best cultivar for forcing under old bottomless buckets etc[183]. It does well from seed, but discard any plants that run to seed[183].	'Mitchell's Royal Albert' 'Early Albert'	0	0	25/10/96 0:00:00
1447	Rheum x cultorum	'Timperley Early'	Produces rather thin, bright red stalks[183].This is the earliest cultivar and most rapid forcer, when forced it can be ready by Christmas, whilst outdoor plants can be harvested in February in mild climates[183].		0	0	25/10/96 0:00:00
1448	Rheum x cultorum	'Victoria'	The leaf stalks are very large, up to 8cm at their broadest diameter and up to 90cm long, they can weigh almost 1 kilo each whe well grown[183]. The stems are greenish, stained with red, the skin is rather thick, the flesh is green and tender, though not uite as sweet as some other cultivars[183].An extremely heavy producer, it is reliably hardy and is excellent for comercial purposes[183].	'Giant Victoria' Myatt's Victoria'	0	0	25/10/96 0:00:00
1449	Rhododendron arboreum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1450	Rhododendron campanulatum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1451	Rhododendron molle	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
1452	Rhus coriaria	'Mesculino'	This cultivar is very rich in tannin, containing up to 35%[46, 61].		0	0	1998-09-01 00:00
1453	Rhus glabra	''	No entries have been made for this species as yet.		0	0	
1454	Rhus typhina	''	No entries have been made for this species as yet.		0	0	
1455	Rhus x pulvinata	'Red Autumn Lace'	This is a female form that fruits freely[214].	Rhus glabra 'Laciniata'	0	0	29/1/97 0:00:00
1456	Ribes alpinum	'Aureum'	A dwarf spreading female form to about 1 metre tall, the leaves are bright yellow at first, becoming green-yellow later[200]. It can be grown as a ground cover when spaced about 1 metre apart each way[208].	'Osborn's Dwarf Golden'	0	0	1998-09-01 00:00
1457	Ribes alpinum	'Green Mound'	This cultivar makes a good dwarf hedge[182].		0	0	1998-09-01 00:00
1458	Ribes alpinum	'Pumilum'	A dwarf spreading female form only 1 metre tall[200], it can be grown as a ground cover when spaced about 1 metre apart each way[208]. Some flowers have fertile stamens[11].		0	0	1998-09-01 00:00
1459	Ribes aureum	'Gwen's'	A superior selection from the wild with long bluish-black fruits[183].A productive, hardy and drought-resistant plant[183].		0	0	1996-05-10 00:00
1460	Ribes aureum	'Idaho'	Large tear-drop shaped, blue-black fruits with a very good flavour[183]. Excellent for jellies, jams, wine and pies[183]. This cultivar is especially easy to harvest[183].		0	0	1996-05-10 00:00
1461	Ribes aureum	'Large Fruited'	An improved selection with large fruit[183].		0	0	1996-05-10 00:00
1462	Ribes aureum	'Oregon Orange'	An orange-fruited selection[183].		0	0	1996-05-10 00:00
1463	Ribes divaricatum	'Worcesterberry'	This plant is either a form of R. divaricatum or a hybrid involving that species with R. niveum and a gooseberry.The fruit can be eaten raw or cooked[3]. It has a flavour somewhat between that of a gooseberry and a blackcurrant. The immature fruit tastes more like a gooseberry whilst the mature fruit is like a blackcurrant[K].		0	0	
1464	Ribes hirtellum	''	No entries have been made for this species as yet.		0	0	
1465	Ribes missouriense	''	No entries have been made for this species as yet.		0	0	
1466	Ribes multiflorum	''	No entries have been made for this species as yet.		0	0	
1467	Ribes nigrum	'Amos Black'			0	0	
1468	Ribes nigrum	'Ben Alder'			0	0	20/3/98 0:00:00
1469	Ribes nigrum	'Ben Lomand'	A vigorous upright bush, it is usually free from foliage-damaging insects[183]. One of the highest-yielding blackcurrants and also one of the least prone to mildew[183].		0	0	
1470	Ribes nigrum	'Ben More'			0	0	
1471	Ribes nigrum	'Ben Sarek'	A large black fruit of good quality[183].A small compact bush, it is highly productive[183]. Resistant to frost and mildew[183].		0	0	
1472	Ribes nigrum	'Ben Tirran'			0	0	20/3/98 0:00:00
1473	Ribes nigrum	'Cotswold Cross'			0	0	
1474	Ribes nigrum	'Wellington XXX'	A medium to large fruit, the skin is thick but tender, the flavour subacid, somewhat sweet when fully ripe[183]. Ripens early mid-season[183]. The berries do not hang well on the bush and often split[183].A large very vigorous and productive spreading bush[183].		0	0	
1475	Ribes odoratum	'Crandall'	The plant has large edible fruits with a tart-sweet flavour that are high in pectin[183, 200]. The fruit is produced in clusters, the skin is smooth, tough and very thick[183]. The fruit ripens late, the period of ripening is unusually long[183].An upright very vigorous form, often up to 2.4 metres tall[183]. It succeeds in regions having hot summers[183].	'Crandleberry' 'Pruterberry' 'Pewterberry'	0	0	1996-05-10 00:00
1476	Ribes rubrum	'Laxton's No. 1''	The medium-size fruit has a very bright red skin, the flesh is juicy and the seeds small[183]. It ripens in mid-season, about the middle of July[183].A strong, vigorous, upright to spreading bush, it is a heavy and consistent bearer[183]. The berries are thickly bunched on sprigs of medium length[183].		0	0	20/12/97 0:00:00
1477	Ribes rubrum	'Redstart'	The plant produces very heavy crops of sweet juicy fruits.Ripening later than most redcurrants, the fruit is ready for picking in early August.		0	0	20/12/97 0:00:00
1478	Ribes rubrum	'Stanza'			0	0	20/3/98 0:00:00
1479	Ribes rubrum	'Versailles Blanche'	The large light-yellow fruit has a juicy, sweet flesh[183]. It ripens early, about the beginning of July[183].A fairly strong, vigorous, upright bush, it is very heavy bearing and has sprigs of medium length[183].		0	0	20/12/97 0:00:00
1480	Ribes sanguineum	''	No entries have been made for this species as yet.		0	0	
1481	Ribes sanguineum glutinosum	''	No entries have been made for this species as yet.		0	0	
1482	Ribes ussuriense	''	No entries have been made for this species as yet.		0	0	
1483	Ribes uva-crispa	'Alma'			0	0	
1484	Ribes uva-crispa	'Angler'			0	0	
1485	Ribes uva-crispa	'Australia'			0	0	
1486	Ribes uva-crispa	'Beauty'			0	0	
1487	Ribes uva-crispa	'Beech Tree Nestling'			0	0	
1488	Ribes uva-crispa	'Bellede Meaux'			0	0	
1489	Ribes uva-crispa	'Bellona'			0	0	
1490	Ribes uva-crispa	'Berry's Early Giant'			0	0	
1491	Ribes uva-crispa	'Berry's Early Kent'			0	0	
1492	Ribes uva-crispa	'Black Seedling'			0	0	
1493	Ribes uva-crispa	'Blucher'			0	0	
1494	Ribes uva-crispa	'Bobby Green'			0	0	
1495	Ribes uva-crispa	'Bright Venus'			0	0	
1496	Ribes uva-crispa	'British Oak'			0	0	
1497	Ribes uva-crispa	'Colossal'	A very large oval fruit, 4cm in diameter[183].The flesh is sweet and mild, ripening in mid July[183].A vigorous bush, it is very winter hardy, heavy bearing and disease resistant[183].		0	0	27/9/94 0:00:00
1498	Ribes uva-crispa	'Conquering Hero'			0	0	
1499	Ribes uva-crispa	'Drill'			0	0	
1500	Ribes uva-crispa	'Early Sulpher'	A medium-size thin-skinned fruit with a sweet fairly good flavour[183]. It ripensvery early and is one of the best early gooseberries for cooking whilst also making an excellent dessert fruit[183].A large vigorous and productive bush, upright to spreading[183].		0	0	27/9/94 0:00:00
1501	Ribes uva-crispa	'Echo'			0	0	
1502	Ribes uva-crispa	'Faithful'			0	0	
1503	Ribes uva-crispa	'Fascination'			0	0	
1504	Ribes uva-crispa	'G11'			0	0	
1505	Ribes uva-crispa	'Gautrey's Earliest'			0	0	
1506	Ribes uva-crispa	'Gem'			0	0	
1507	Ribes uva-crispa	'Glenton Green'	A medium-size fruit, up to 3cm in diameter, it is of very good quality[183].		0	0	27/9/94 0:00:00
1508	Ribes uva-crispa	'Globe Yellow'			0	0	
1509	Ribes uva-crispa	'Golden Drop'			0	0	
1510	Ribes uva-crispa	'Golden Lion'			0	0	
1511	Ribes uva-crispa	'Green Gascoyne'			0	0	
1512	Ribes uva-crispa	'Green Gem'			0	0	
1513	Ribes uva-crispa	'Green Ocean'			0	0	
1514	Ribes uva-crispa	'Green Overall'			0	0	
1515	Ribes uva-crispa	'Green Walnut'			0	0	
1516	Ribes uva-crispa	'Greengage'			0	0	
1517	Ribes uva-crispa	'Gretna Green'			0	0	
1518	Ribes uva-crispa	'Grune Flaschen Beere'			0	0	
1519	Ribes uva-crispa	'Grune Reisen'			0	0	
1520	Ribes uva-crispa	'Guy's Seedling'			0	0	
1521	Ribes uva-crispa	'Hearts of Oak'			0	0	
1522	Ribes uva-crispa	'Hedgehog'			0	0	
1523	Ribes uva-crispa	'Hero of the Nile'			0	0	
1524	Ribes uva-crispa	'Honing's Fruheste'	A medium to large fruit, the skin is thick, the flesh very tender and juicy with a sweet mild plum-like flavour of very good quality[183]. Ripens in early July[183].A large vigorous productive bush, one of the earliest and most attractive of gooseberries[183].	'Hoenings Earliest'	0	0	27/9/94 0:00:00
1525	Ribes uva-crispa	'Hot Gossip'			0	0	
1526	Ribes uva-crispa	'Hue and Cry'			0	0	
1527	Ribes uva-crispa	'Independance'			0	0	
1528	Ribes uva-crispa	'Ingal's Prolific'			0	0	
1529	Ribes uva-crispa	'Invicta'	A medium-size fruit of excellent quality[183].Resistant to mildew[183].		0	0	27/9/94 0:00:00
1530	Ribes uva-crispa	'Jenny Lind'			0	0	
1531	Ribes uva-crispa	'Jolly Angler'			0	0	
1532	Ribes uva-crispa	'King of Trumps'			0	0	
1533	Ribes uva-crispa	'Lady Delamere'			0	0	
1534	Ribes uva-crispa	'Lady Houghton'			0	0	
1535	Ribes uva-crispa	'Langley Gage'	Large fruit with a transparent skin, the flesh is very sweet and the flavour exceptionally good[183]. Excellent for dessert[183].A strong-growing bush, upright at first but tending to spread with age[183]. Difficult to pick because it tends to produce fruits in the centre of the bush[183].		0	0	27/9/94 0:00:00
1536	Ribes uva-crispa	'Langley Green'			0	0	
1537	Ribes uva-crispa	'Laxton's Amber'			0	0	
1538	Ribes uva-crispa	'Leader'			0	0	
1539	Ribes uva-crispa	'Lily of the Valley'			0	0	
1540	Ribes uva-crispa	'London City'			0	0	
1541	Ribes uva-crispa	'London'	A very large oval fruit with a smooth skin. The flavour is good, it ripens mid-season to late[183].A spreading bush, it makes few branches and requires a rich soil[183]. Heavy yielding[183].Flowers mid-period[183].		0	0	27/9/94 0:00:00
1542	Ribes uva-crispa	'Lord Derby'			0	0	
1543	Ribes uva-crispa	'Lord Elcho'			0	0	
1544	Ribes uva-crispa	'Marigold'			0	0	
1545	Ribes uva-crispa	'Marm Gold Kugal'			0	0	
1546	Ribes uva-crispa	'Matchless'			0	0	
1547	Ribes uva-crispa	'Mertensis'			0	0	
1548	Ribes uva-crispa	'Mischief'			0	0	
1549	Ribes uva-crispa	'Mitre'			0	0	
1550	Ribes uva-crispa	'Monarch'			0	0	
1551	Ribes uva-crispa	'Montrose'			0	0	
1552	Ribes uva-crispa	'Ostrich'			0	0	
1553	Ribes uva-crispa	'Pax'	An almost spine-free variety with red fruits that have an excellent flavour and ripen in mid July.The plants have moderate resistance to mildew and leaf spot.		0	0	28/4/00 0:00:00
1554	Ribes uva-crispa	'Peru'			0	0	
1555	Ribes uva-crispa	'Pixwell'	A medium-size fruit, borne in clusters and on long stems away from the thorns, making picking easy[183]. Thin-skinned, it is good for all culinary purposes[183].A compact hardy very productive bush[183].This cultivar is a hybrid R. hirtellum x R. missouriensis[183].		0	0	27/9/94 0:00:00
1556	Ribes uva-crispa	'Plain Long Green'			0	0	
1557	Ribes uva-crispa	'Pottage'			0	0	
1558	Ribes uva-crispa	'Preston Seedling'			0	0	
1559	Ribes uva-crispa	'Profit'			0	0	
1560	Ribes uva-crispa	'Queen of Hearts'			0	0	
1561	Ribes uva-crispa	'Rearguard'			0	0	
1562	Ribes uva-crispa	'Reisen von Kothen'			0	0	
1563	Ribes uva-crispa	'Ringer'			0	0	
1564	Ribes uva-crispa	'Roaring Lion'			0	0	
1565	Ribes uva-crispa	'Roseberry'			0	0	
1566	Ribes uva-crispa	'Scotch Red Rouen'			0	0	
1567	Ribes uva-crispa	'Scottish Chieftan'			0	0	
1568	Ribes uva-crispa	'Sensation'			0	0	
1569	Ribes uva-crispa	'Sir John Brown'			0	0	
1570	Ribes uva-crispa	'Slap Bang'			0	0	
1571	Ribes uva-crispa	'Smarag Beere'			0	0	
1572	Ribes uva-crispa	'Smiling Beauty'			0	0	
1573	Ribes uva-crispa	'Spinefree'			0	0	
1574	Ribes uva-crispa	'Talford'			0	0	
1575	Ribes uva-crispa	'Thumper'			0	0	
1576	Ribes uva-crispa	'Tom Joiner'			0	0	
1577	Ribes uva-crispa	'Victoria'			0	0	
1578	Ribes uva-crispa	'Viper'			0	0	
1579	Ribes uva-crispa	'Weidersch Frue Market'			0	0	
1580	Ribes uva-crispa	'Weisse Reissen'			0	0	
1581	Ribes uva-crispa	'Weisse Voltreisen'			0	0	
1582	Ribes uva-crispa	'White Fig'			0	0	
1583	Ribes uva-crispa	'White Lion'	A large fruit with a slightly hairy skin, it has a very good flavour and ripens very late[183]. An excellent late dessert fruit[183].The bush is vigorous and spreading, high yielding[183]. Grows well on soils where other cultivars do not thrive[183].Flowers late mid season.		0	0	27/9/94 0:00:00
1584	Ribes uva-crispa	'White Transparent'			0	0	
1585	Ribes uva-crispa	'Wynham's Industry'			0	0	
1586	Ribes x culverwellii	'Jostaberry'	A heavy cropping cultivar with well-flavoured fruits[K].		0	0	1996-05-10 00:00
1587	Ribes x holosericeum	'Pallidum'	This form has large red fruits[200].		0	0	29/1/97 0:00:00
1588	Robinia pseudoacacia	''	No entries have been made for this species as yet.		0	0	
1589	Rosa banksiae	''	No entries have been made for this species as yet		0	0	16/12/99 0:00:00
1590	Rosa carolina	'Alba'	This is a form of R. carolina with white flowers.		0	0	
1591	Rosa centifolia	''	There are many named forms, they have been developed for their ornamental value and so are not listed here.		0	0	1998-06-09 00:00
1592	Rosa chinensis	'Cécille Brunner'	The flowers have a delicate fragrance that carries on the air[183]. They have been rated one of the best tasting rose cultivars by a restaurant in California which uses the flowers for flavouring honey, confections and sorbets[183].Of vigorous bushy growth, reaching 1.2 metres in height in mild areas[183].	'Sweetheart Rose'	0	0	1996-08-10 00:00
1593	Rosa gallica	'Officinalis'	This is the Apothecary's rose, it is the form that has been cultivated for its medicinal virtues[200].		0	0	29/1/97 0:00:00
1594	Rosa gigantea	'Belle Portugaise'	The flowers are up to 12mm in diameter and are nicely fragrant[183]. They have been rated one of the best tasting rose cultivars by a restaurant in California which uses the flowers for flavouring honey, confections and sorbets[183].	'Belle of Portugal'	0	0	1996-08-10 00:00
1595	Rosa moschata	'Belinda'	The flowers are up to 25mm in diameter. They have little or no fragrance when grown in semi-shade, but in full sun they have a light sweet odour[183]. They have been rated one of the best tasting rose cultivars by a restaurant in California which uses the flowers for flavouring honey, confections and sorbets[183].		0	0	1996-08-10 00:00
1596	Rosa rugosa	'Scabrosa'	This is a form of R. rugosa that is said to have larger fruits, though the form we are growing seems to have slightly smaller fruits[K].		0	0	
1597	Rosa villosa	'Wolley Dod'	This cultivar has large fruits up to 30mm in diameter with a good flavour[183]. They can be used fresh, dried or candied[183]. The flowers are semi-double, heavily scented and sweetly fragrant[183].	'Double Apple Rose' 'Duplex'	0	0	1996-08-10 00:00
1598	Rosa virginiana	''	No entries have been made for this species as yet.		0	0	
1599	Rosa x damascena	''	No entries have been made for this species as yet.		0	0	
1600	Rosmarinus officinalis	'Corsican Blue'	Growing about 90cm tall, it is a highly aromatic plant with rich porcelain-blue flowers[245].		0	0	1998-06-09 00:00
1601	Rosmarinus officinalis	'Miss Jessopp's Upright'	An erect and very robust form that tolerates temperatures down to about -10°c, it is one of the hardiest forms of the species[11, 260] and is particularly suitable for hedging[188].	'Fastigiatus'	0	0	19/12/99 0:00:00
1602	Rosmarinus officinalis	'Prostratus'	A prostrate form, it can be used as a ground cover in a sunny position, though it is the least cold-hardy form of the species, tolerating temperatures down to about -5°c[188, 260]. It grows best in a dry soil and does well on the top of a wall where its prostrate habit can cascade down[11]. It is also very tolerant of maritime winds[260].		0	0	19/12/99 0:00:00
1603	Rubus species	'Boysenberry'	The fruit is very large, 3cm or more long[183]. A bramble flavour. The large dark red fruits have a distinct flavour[202]. The fruit is produced in mid season[253].Of unknown origin[200]. There is a form that is thornless, though this possibly fruits less heavily[202].Easily grown in a good well-drained loamy soil in sun or semi-shade. Withstands fairly dry conditions and still fruits well. It is of moderately vigorous growth[200] and high yielding[183]. The plant usually produces lots of new canes each year and it might be necessary to thin some of these out during the summer[253]. Plants are best spaced 3 - 3.6 metres apart[253].	'Boysen'	0	0	16/8/98 0:00:00
1604	Rubus species	'King's Acre Berry'	Fruit - raw or cooked. Sweet and refreshing. It comes away from the plant like a Raspberry. This plant is perhaps an American blackberry rather than a cross between a blackberry and a rapberry, in which case it might best be included under R. ursinus[253].Easily grown in a good well-drained loamy soil in sun or semi-shade. Fruits on 2 year old wood. Prune out all these shoots after they have fruited.		0	0	16/8/98 0:00:00
1605	Rubus species	'Sunberry'	The fruit has an excellent flavour. It is a little smaller than the Tayberry, but produced much more abundantly[183]. Easy to pick though rather soft.A hybrid, R. ursinun x a seedling of the raspberry 'Malling Jewel'[200].Easily grown in a good well-drained loamy soil in sun or semi-shade. Fruits on 2 year old wood. Prune out all these shoots after they have fruited. A very vigorous plant, space plants 4.5m apart. Yields up to 11 kilos of fruit per plant.		0	0	27/9/94 0:00:00
1606	Rubus species	'Tayberry'	The fruit is large with a rich aromatic flavour. Larger and less acid than the loganberry[200]. One of the earliest ripening of the hybrid berries, ripening in July[253].Derived in cultivation by crossing the blackberry 'Aurora' with a tetraploid raspberry[200]. There is also a thornless form, often called the 'Buckingham Tayberry'[253].Easily grown in a good well-drained loamy soil in sun or semi-shade. Fruits are produced on 2 year old wood. Prune out all these shoots after they have fruited. Crops heavily and regularly. It is best to allow shoots to grow 2.4 metres or more long[253].		0	0	16/8/98 0:00:00
1607	Rubus species	'Veitchberry'	The fruit is sweet and juicy. An excellent flavour, though it is said to be inferior to the loganberry[200]..This cultivar is a cross, R. rusticanus x Raspberry 'November Abundance'[200]. It is a parent of the blackberry 'Bedford Giant'[200].Easily grown in a good well-drained loamy soil in sun or semi-shade. Fruits on 2 year old wood. Prune out all these shoots after they have fruited. Crops heavily and regularly[183]. Space plants 2.5m apart.		0	0	27/9/94 0:00:00
1608	Rubus allegheniensis	''	No entries have been made for this species as yet.		0	0	
1609	Rubus bellobatus	'Kittatinny'	One of the many named forms that are grown for their fruit, it has been successfully grown in Britain[11].		0	0	29/1/97 0:00:00
1610	Rubus rolfei	'Emerald Carpet'	An ornamental thornless form with orange berries that resemble small raspberries[183].		0	0	30/9/96 0:00:00
1611	Rubus crataegifolius	'Jingu Jengal'	A high-yielding selection from Korea with larger fruits, up to 2g in weight[183].		0	0	30/9/96 0:00:00
1612	Rubus flagellaris	''	No entries have been made for this species as yet.		0	0	
1613	Rubus fruticosus	'Ashton Cross'	A vigorous and heavy cropping cultivar with thin, thorny canes[253].The small to medium-size fruits have the true wild blackberry flavour and are produced in mid to late season[253].		0	0	16/8/98 0:00:00
1614	Rubus fruticosus	'Bedford Giant'	An early fruiting cultivar with long, thorny canes[253].The large soft fruits have a good flavour and are produced in early to mid season - from late July in southern Britain[253].		0	0	16/8/98 0:00:00
1615	Rubus fruticosus	'Black Satin'	The canes are sturdy, thornless and easy to train[253].The fruits are large and glossy with a fair flavour[253].		0	0	16/8/98 0:00:00
1616	Rubus fruticosus	'Fantasia'	A very vigorous form with large but widely spaced thorns. It produces a heavy crop from August to the end of September[253]. The canes need to be allowed to grow 4.5 metres long for training[253].The large firm fruits have a good flavour[253].		0	0	16/8/98 0:00:00
1617	Rubus fruticosus	'Loch Ness'	A thornless cultivar with stout moderately vigorous canes[253]. Easy to train, plants can be grown closer than many cultivars, about 2.4 metres apart[253].The large fruits have a fair flavour, they are produced in mid to late season[253].		0	0	16/8/98 0:00:00
1618	Rubus fruticosus	'Sylvan'	A moderately vigorous cultivar with thorny canes that are fairly easy to train[253]. The canes need to be allowed to grow at least 3.6 metres long[253].One of the earliest fruiting blackberries, ripening from July. It produces heavy crops of large, dark-purple fruits with a good flavour[253].		0	0	16/8/98 0:00:00
1619	Rubus fruticosus	'Waldo'	This thornless cultivar has weak to moderate cane growth[253].The fruit is large with a good flavour[253].		0	0	16/8/98 0:00:00
1620	Rubus idaeus	'Autumn Bliss'	A large fruit with a firm flesh and a pleasant mild flavour[183]. It bridges the gap between late summer cultivars and the autumn bearing forms[183].Canes are fairly erect and can be grown without support, they are resistant to some viruses[183].		0	0	27/9/94 0:00:00
